"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR1191866","ERR1191867","ERR1191869"
"group_1418","","hypothetical protein","1","1","1","2","82","320","1","","569","569","569","","","MCNKEKOJ_01938"
"iga_1","","Immunoglobulin A1 protease","1","1","1","34","2","286","3","","4352","4352","4352","","","MCNKEKOJ_01965"
"group_1420","","hypothetical protein","1","1","1","34","3","286","2","","3866","3866","3866","","","MCNKEKOJ_01966"
"iga_2","","Immunoglobulin A1 protease","1","1","1","34","1","286","1","","1535","1535","1535","","","MCNKEKOJ_01967"
"ald2","","Alanine dehydrogenase 2","1","1","1","2","129","16","3","","263","263","263","","","MCNKEKOJ_01977"
"apxIB","","Toxin RTX-I translocation ATP-binding protein","1","1","1","5","106","","","","347","347","347","","","MCNKEKOJ_02030"
"group_1424","","hypothetical protein","1","1","1","1","13","323","1","","287","287","287","","","MCNKEKOJ_02031"
"group_143","","hypothetical protein","1","1","1","1","1301","28","5","","101","101","101","CPJADAKE_00862","",""
"group_145","","hypothetical protein","1","1","1","1","1281","41","1","","425","425","425","CPJADAKE_00882","",""
"artM_3","","Arginine transport ATP-binding protein ArtM","1","1","1","4","2","169","1","","290","290","290","CPJADAKE_00961","",""
"group_15","","hypothetical protein","1","1","1","12","3","11","8","","131","131","131","","EJKBOHLF_01826",""
"group_155","","hypothetical protein","1","1","1","1","216","147","1","","308","308","308","CPJADAKE_01050","",""
"group_158","","hypothetical protein","1","1","1","3","4","315","1","","521","521","521","","","MCNKEKOJ_00386"
"glpK_2","","Glycerol kinase","1","1","1","3","142","319","1","","146","146","146","","","MCNKEKOJ_00395"
"group_163","","ISL3 family transposase IS1167","1","1","1","1","939","189","2","","761","761","761","","","MCNKEKOJ_00826"
"group_17","","hypothetical protein","1","1","1","1","1102","42","3","","368","368","368","CPJADAKE_00095","",""
"group_173","","hypothetical protein","1","1","1","1","940","152","1","","560","560","560","CPJADAKE_01336","",""
"group_177","","hypothetical protein","1","1","1","1","1435","331","1","","230","230","230","","","MCNKEKOJ_01468"
"group_1902","","IS630 family transposase IS630-Spn1","1","1","1","1","211","113","1","","329","329","329","CPJADAKE_01030","",""
"group_1904","","IS630 family transposase IS630-Spn1","1","1","1","35","1","291","1","Investigate","329","329","329","","","MCNKEKOJ_02045"
"insK","","Putative transposase InsK for insertion sequence element IS150","1","1","1","2","213","283","3","","305","305","305","","","MCNKEKOJ_01384"
"group_20","","hypothetical protein","1","1","1","36","1","290","1","Investigate","209","209","209","","","MCNKEKOJ_02044"
"group_205","","hypothetical protein","1","1","1","4","54","294","1","","476","476","476","","","MCNKEKOJ_01846"
"group_206","","hypothetical protein","1","1","1","37","1","288","1","Investigate","305","305","305","","","MCNKEKOJ_02046"
"group_209","","hypothetical protein","1","1","1","3","73","2","15","","839","839","839","","EJKBOHLF_00955",""
"group_21","","IS5 family transposase ISSpn7","1","1","1","3","199","207","2","","236","236","236","","EJKBOHLF_00534",""
"group_211","","hypothetical protein","1","1","1","1","142","3","17","","251","251","251","","","MCNKEKOJ_00748"
"group_213","","hypothetical protein","1","1","1","1","1088","174","2","","212","212","212","","EJKBOHLF_02134",""
"group_24","","IS5 family transposase ISSpn7","1","1","1","1","174","232","1","","314","314","314","","EJKBOHLF_00791",""
"group_25","","IS5 family transposase IS1381","1","1","1","12","32","11","9","","263","263","263","","EJKBOHLF_01825",""
"group_2559","","IS3 family transposase ISSpn11","1","1","1","2","173","283","1","","212","212","212","","","MCNKEKOJ_01382"
"group_3","","IS3 family transposase ISSpn11","1","1","1","1","526","14","5","","272","272","272","CPJADAKE_00698","",""
"group_301","","hypothetical protein","1","1","1","1","527","14","6","","167","167","167","CPJADAKE_00697","",""
"group_302","","hypothetical protein","1","1","1","1","491","14","8","","167","167","167","CPJADAKE_00718","",""
"group_34","","IS630 family transposase ISSpn2","1","1","1","1","437","33","1","","266","266","266","","","MCNKEKOJ_00233"
"group_36","","IS630 family transposase ISSpn2","1","1","1","3","7","295","2","","266","266","266","","","MCNKEKOJ_00420"
"group_39","bshA","N-acetyl-alpha-D-glucosaminyl L-malate synthase","1","1","1","1","1395","50","2","","524","524","524","","","MCNKEKOJ_00598"
"malK","","Maltose/maltodextrin import ATP-binding protein MalK","1","1","1","1","1304","44","3","","386","386","386","CPJADAKE_00859","",""
"group_47","","hypothetical protein","1","1","1","1","16","176","8","","239","239","239","","EJKBOHLF_01617",""
"dnaC_2","","DNA replication protein DnaC","1","1","1","23","1","172","1","","407","407","407","","EJKBOHLF_01868",""
"group_485","","hypothetical protein","1","1","1","1","1013","42","1","","122","122","122","","EJKBOHLF_00283",""
"group_5","","IS3 family transposase ISSpn11","1","1","1","1","525","14","4","","488","488","488","CPJADAKE_00699","",""
"group_50","","hypothetical protein","1","1","1","3","5","206","2","","281","281","281","","","MCNKEKOJ_00389"
"group_508","cpsB","Tyrosine-protein phosphatase CpsB","1","1","1","1","41","5","43","","731","731","731","CPJADAKE_00002","",""
"ywqC","","putative capsular polysaccharide biosynthesis protein YwqC","1","1","1","1","40","5","42","","692","692","692","CPJADAKE_00003","",""
"group_51","","ISL3 family transposaseA","1","1","1","9","1","79","1","","1295","1295","1295","CPJADAKE_01136","",""
"group_510","cpsD","Tyrosine-protein kinase CpsD","1","1","1","1","39","5","41","","689","689","689","CPJADAKE_00004","",""
"group_511","","hypothetical protein","1","1","1","1","44","5","40","","1367","1367","1367","CPJADAKE_00005","",""
"group_512","","hypothetical protein","1","1","1","1","45","5","39","","1178","1178","1178","CPJADAKE_00006","",""
"group_513","","hypothetical protein","1","1","1","1","46","5","38","","1193","1193","1193","CPJADAKE_00007","",""
"epsJ","","putative glycosyltransferase EpsJ","1","1","1","1","47","5","37","","971","971","971","CPJADAKE_00008","",""
"group_515","","hypothetical protein","1","1","1","1","48","5","36","","1232","1232","1232","CPJADAKE_00009","",""
"group_516","","hypothetical protein","1","1","1","1","49","5","35","","1385","1385","1385","CPJADAKE_00010","",""
"tagF","","Teichoic acid poly(glycerol phosphate) polymerase","1","1","1","1","50","5","34","","1148","1148","1148","CPJADAKE_00011","",""
"group_518","","hypothetical protein","1","1","1","1","51","5","33","","1028","1028","1028","CPJADAKE_00012","",""
"group_519","","CTP:phosphoglutamine cytidylyltransferase","1","1","1","1","52","5","32","","704","704","704","CPJADAKE_00013","",""
"nagD","","Ribonucleotide monophosphatase NagD","1","1","1","1","53","5","31","","833","833","833","CPJADAKE_00014","",""
"rfbA","","Glucose-1-phosphate thymidylyltransferase 1","1","1","1","1","54","5","30","","869","869","869","CPJADAKE_00015","",""
"group_524","","hypothetical protein","1","1","1","1","1190","5","26","","311","311","311","CPJADAKE_00019","",""
"group_527","","hypothetical protein","1","1","1","1","1009","123","1","","1019","1019","1019","CPJADAKE_00031","",""
"group_528","","hypothetical protein","1","1","1","1","1173","140","1","","329","329","329","CPJADAKE_00034","",""
"group_529","","hypothetical protein","1","1","1","1","1163","135","1","","914","914","914","CPJADAKE_00043","",""
"glyE","","Glycosyltransferase GlyE","1","1","1","1","1012","111","1","","485","485","485","CPJADAKE_00080","",""
"group_532","","hypothetical protein","1","1","1","1","1087","91","1","","317","317","317","CPJADAKE_00099","",""
"group_534","","hypothetical protein","1","1","1","1","894","149","1","","677","677","677","CPJADAKE_00144","",""
"group_539","xerD","Tyrosine recombinase XerD","1","1","1","5","99","17","8","","1127","1127","1127","CPJADAKE_00270","",""
"group_54","","ISL3 family transposase IS1167","1","1","1","27","1","213","1","Investigate","257","257","257","","EJKBOHLF_02202",""
"group_540","","hypothetical protein","1","1","1","5","98","17","7","","182","182","182","CPJADAKE_00271","",""
"group_541","","hypothetical protein","1","1","1","5","97","17","6","","1043","1043","1043","CPJADAKE_00272","",""
"group_542","","hypothetical protein","1","1","1","5","96","17","5","","263","263","263","CPJADAKE_00273","",""
"group_543","","hypothetical protein","1","1","1","5","91","17","4","","1307","1307","1307","CPJADAKE_00274","",""
"group_544","","hypothetical protein","1","1","1","5","92","17","3","","221","221","221","CPJADAKE_00275","",""
"group_545","","hypothetical protein","1","1","1","5","93","17","2","","299","299","299","CPJADAKE_00276","",""
"group_546","","hypothetical protein","1","1","1","5","94","17","1","","506","506","506","CPJADAKE_00277","",""
"group_549","metY","O-acetyl-L-homoserine sulfhydrylase","1","1","1","5","3","145","1","","122","122","122","CPJADAKE_00350","",""
"group_550","","hypothetical protein","1","1","1","1","1436","146","1","","215","215","215","CPJADAKE_00384","",""
"group_551","","hypothetical protein","1","1","1","1","1406","10","10","","212","212","212","CPJADAKE_00396","",""
"group_554","","hypothetical protein","1","1","1","1","1404","72","2","","902","902","902","CPJADAKE_00402","",""
"group_555","","hypothetical protein","1","1","1","1","1405","72","1","","332","332","332","CPJADAKE_00403","",""
"group_556","","hypothetical protein","1","1","1","1","1455","31","3","","2120","2120","2120","CPJADAKE_00407","",""
"group_558","","hypothetical protein","1","1","1","1","1","138","1","","209","209","209","CPJADAKE_00424","",""
"group_559","","hypothetical protein","1","1","1","1","1387","25","1","","200","200","200","CPJADAKE_00430","",""
"group_560","","hypothetical protein","1","1","1","1","1384","76","1","","239","239","239","CPJADAKE_00433","",""
"group_563","penA","Penicillin-binding protein 2B","1","1","1","1","690","127","1","","2042","2042","2042","CPJADAKE_00482","",""
"group_564","","hypothetical protein","1","1","1","1","693","148","1","","611","611","611","CPJADAKE_00486","",""
"group_565","","hypothetical protein","1","1","1","1","538","53","2","","368","368","368","CPJADAKE_00496","",""
"group_566","","hypothetical protein","1","1","1","1","539","53","1","","188","188","188","CPJADAKE_00497","",""
"manR","","Transcriptional regulator ManR","1","1","1","1","536","20","1","","1463","1463","1463","CPJADAKE_00526","",""
"group_569","","hypothetical protein","1","1","1","1","535","20","2","","428","428","428","CPJADAKE_00527","",""
"mngA","","PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component","1","1","1","1","534","20","3","","449","449","449","CPJADAKE_00528","",""
"manP","","PTS system mannose-specific EIIBCA component","1","1","1","1","533","20","4","","311","311","311","CPJADAKE_00529","",""
"fruA_1","","PTS system fructose-specific EIIB'BC component","1","1","1","1","532","20","5","","1085","1085","1085","CPJADAKE_00530","",""
"alsE","","D-allulose-6-phosphate 3-epimerase","1","1","1","1","531","20","6","","695","695","695","CPJADAKE_00531","",""
"tkt_1","","Transketolase","1","1","1","1","530","20","7","","1970","1970","1970","CPJADAKE_00532","",""
"group_58","","hypothetical protein","1","1","1","1","98","3","2","","329","329","329","","","MCNKEKOJ_00785"
"pbpX","","Penicillin-binding protein 2X","1","1","1","1","1214","162","1","","2252","2252","2252","CPJADAKE_00594","",""
"group_584","","hypothetical protein","1","1","1","1","25","100","1","","89","89","89","CPJADAKE_00596","",""
"group_586","","hypothetical protein","1","1","1","6","84","134","1","","209","209","209","CPJADAKE_00632","",""
"group_588","","hypothetical protein","1","1","1","6","1","18","1","","242","242","242","CPJADAKE_00667","",""
"group_59","","hypothetical protein","1","1","1","1","129","3","1","","128","128","128","","","MCNKEKOJ_00786"
"group_592","","hypothetical protein","1","1","1","1","524","14","3","","530","530","530","CPJADAKE_00700","",""
"group_593","","hypothetical protein","1","1","1","1","523","14","2","","416","416","416","CPJADAKE_00701","",""
"group_594","","hypothetical protein","1","1","1","1","522","14","1","","104","104","104","CPJADAKE_00702","",""
"group_595","thiO","Glycine oxidase","1","1","1","1","529","99","1","","1103","1103","1103","CPJADAKE_00705","",""
"group_597","","hypothetical protein","1","1","1","1","492","14","7","","269","269","269","CPJADAKE_00717","",""
"group_601","","hypothetical protein","1","1","1","3","128","102","1","","1346","1346","1346","CPJADAKE_00754","",""
"group_603","","hypothetical protein","1","1","1","1","9","95","1","","506","506","506","CPJADAKE_00820","",""
"group_604","","hypothetical protein","1","1","1","1","1300","28","4","","197","197","197","CPJADAKE_00863","",""
"group_605","","hypothetical protein","1","1","1","1","1299","28","3","","233","233","233","CPJADAKE_00864","",""
"group_606","","hypothetical protein","1","1","1","1","1296","28","2","","227","227","227","CPJADAKE_00865","",""
"group_607","","hypothetical protein","1","1","1","1","1297","28","1","","383","383","383","CPJADAKE_00866","",""
"group_608","","hypothetical protein","1","1","1","1","11","77","1","","842","842","842","CPJADAKE_00877","",""
"group_616","","hypothetical protein","1","1","1","7","2","106","1","","296","296","296","CPJADAKE_00947","",""
"group_619","","hypothetical protein","1","1","1","4","74","121","1","","5702","5702","5702","CPJADAKE_00993","",""
"group_62","","hypothetical protein","1","1","1","19","1","65","1","Investigate","125","125","125","CPJADAKE_02097","",""
"group_621","iga","Immunoglobulin A1 protease","1","1","1","1","252","107","1","","5891","5891","5891","CPJADAKE_01034","",""
"group_623","","hypothetical protein","1","1","1","3","182","45","1","","428","428","428","CPJADAKE_01066","",""
"group_633","","hypothetical protein","1","1","1","3","6","75","1","","203","203","203","CPJADAKE_01092","",""
"group_636","","hypothetical protein","1","1","1","9","59","143","1","","89","89","89","CPJADAKE_01146","",""
"group_637","","hypothetical protein","1","1","1","9","53","13","6","","461","461","461","CPJADAKE_01152","",""
"group_638","","hypothetical protein","1","1","1","9","52","13","7","","110","110","110","CPJADAKE_01153","",""
"group_639","","hypothetical protein","1","1","1","9","51","13","8","","758","758","758","CPJADAKE_01154","",""
"group_64","","hypothetical protein","1","1","1","1","1020","203","2","","188","188","188","","EJKBOHLF_01355",""
"group_640","","hypothetical protein","1","1","1","9","50","13","9","","206","206","206","CPJADAKE_01155","",""
"group_641","","hypothetical protein","1","1","1","9","49","13","10","","683","683","683","CPJADAKE_01156","",""
"group_642","","hypothetical protein","1","1","1","9","48","13","11","","389","389","389","CPJADAKE_01157","",""
"group_643","","hypothetical protein","1","1","1","9","47","13","12","","773","773","773","CPJADAKE_01158","",""
"group_644","","hypothetical protein","1","1","1","9","46","13","13","","782","782","782","CPJADAKE_01159","",""
"group_645","","hypothetical protein","1","1","1","9","45","13","5","","203","203","203","CPJADAKE_01160","",""
"group_646","xerC_1","Tyrosine recombinase XerC","1","1","1","9","44","13","4","","1133","1133","1133","CPJADAKE_01161","",""
"group_647","","hypothetical protein","1","1","1","9","43","13","3","","437","437","437","CPJADAKE_01162","",""
"group_648","","hypothetical protein","1","1","1","9","42","13","2","","236","236","236","CPJADAKE_01163","",""
"apaH_2","","Bis(5'-nucleosyl)-tetraphosphatase, symmetrical","1","1","1","9","41","13","1","","731","731","731","CPJADAKE_01164","",""
"group_65","","hypothetical protein","1","1","1","13","7","217","1","","209","209","209","","EJKBOHLF_01778",""
"group_650","","hypothetical protein","1","1","1","2","45","109","1","","434","434","434","CPJADAKE_01194","",""
"group_651","","hypothetical protein","1","1","1","2","11","157","1","","542","542","542","CPJADAKE_01202","",""
"group_653","","hypothetical protein","1","1","1","1","842","43","1","","5600","5600","5600","CPJADAKE_01260","",""
"group_655","","hypothetical protein","1","1","1","8","36","168","1","","155","155","155","CPJADAKE_01294","",""
"group_656","","hypothetical protein","1","1","1","8","37","154","1","","143","143","143","CPJADAKE_01296","",""
"dpnB","","Type-2 restriction enzyme DpnII","1","1","1","8","13","48","3","","866","866","866","CPJADAKE_01300","",""
"dpnA","","Modification methylase DpnIIB","1","1","1","8","11","48","2","","770","770","770","CPJADAKE_01301","",""
"dpnM","","Modification methylase DpnIIA","1","1","1","8","12","48","1","","854","854","854","CPJADAKE_01302","",""
"group_661","","hypothetical protein","1","1","1","1","954","32","1","","110","110","110","CPJADAKE_01373","",""
"group_662","","IS5 family transposase ISSpn7","1","1","1","1","173","116","1","","314","314","314","CPJADAKE_01400","",""
"group_665","","Aminoglycoside N(6')-acetyltransferase type 1","1","1","1","1","132","3","9","","428","428","428","CPJADAKE_01424","",""
"group_666","","hypothetical protein","1","1","1","1","131","3","8","","302","302","302","CPJADAKE_01425","",""
"group_667","","hypothetical protein","1","1","1","1","545","124","1","","155","155","155","CPJADAKE_01437","",""
"group_668","","hypothetical protein","1","1","1","1","547","37","1","","1019","1019","1019","CPJADAKE_01441","",""
"group_669","","hypothetical protein","1","1","1","1","546","37","4","","2243","2243","2243","CPJADAKE_01442","",""
"group_67","","hypothetical protein","1","1","1","1","1021","74","1","","203","203","203","CPJADAKE_00108","",""
"group_670","","hypothetical protein","1","1","1","1","594","37","3","","1034","1034","1034","CPJADAKE_01443","",""
"group_671","","hypothetical protein","1","1","1","1","595","37","2","","158","158","158","CPJADAKE_01444","",""
"araQ_3","","L-arabinose transport system permease protein AraQ","1","1","1","1","585","30","1","","845","845","845","CPJADAKE_01452","",""
"group_673","lacF_3","Lactose transport system permease protein LacF","1","1","1","1","584","30","2","","902","902","902","CPJADAKE_01453","",""
"dasA","","Diacetylchitobiose binding protein DasA","1","1","1","1","577","30","4","","1310","1310","1310","CPJADAKE_01454","",""
"degA_1","","HTH-type transcriptional regulator DegA","1","1","1","1","578","30","3","","995","995","995","CPJADAKE_01455","",""
"group_676","","hypothetical protein","1","1","1","1","564","83","1","","1685","1685","1685","CPJADAKE_01469","",""
"group_677","trpC","Indole-3-glycerol phosphate synthase","1","1","1","1","553","87","1","","767","767","767","CPJADAKE_01478","",""
"group_682","","hypothetical protein","1","1","1","4","44","61","2","","461","461","461","CPJADAKE_01509","",""
"yodJ","","Putative carboxypeptidase YodJ","1","1","1","4","45","61","1","","716","716","716","CPJADAKE_01510","",""
"group_684","","hypothetical protein","1","1","1","2","152","117","1","","221","221","221","CPJADAKE_01526","",""
"group_685","","hypothetical protein","1","1","1","2","147","137","1","","1895","1895","1895","CPJADAKE_01531","",""
"group_688","","hypothetical protein","1","1","1","1","542","71","1","","851","851","851","CPJADAKE_01575","",""
"group_689","","hypothetical protein","1","1","1","1","543","71","2","","392","392","392","CPJADAKE_01576","",""
"group_69","","hypothetical protein","1","1","1","1","439","","","","509","509","509","","EJKBOHLF_02157",""
"group_690","","hypothetical protein","1","1","1","1","58","163","1","","269","269","269","CPJADAKE_01625","",""
"group_691","","hypothetical protein","1","1","1","1","74","88","1","","473","473","473","CPJADAKE_01636","",""
"group_693","","hypothetical protein","1","1","1","1","343","15","6","","323","323","323","CPJADAKE_01657","",""
"group_694","","hypothetical protein","1","1","1","1","317","6","7","","587","587","587","CPJADAKE_01660","",""
"group_712","","hypothetical protein","1","1","1","2","198","60","1","","140","140","140","CPJADAKE_01722","",""
"group_713","","hypothetical protein","1","1","1","2","197","60","2","","182","182","182","CPJADAKE_01723","",""
"group_714","","hypothetical protein","1","1","1","2","176","26","1","","689","689","689","CPJADAKE_01735","",""
"group_715","","hypothetical protein","1","1","1","2","181","26","5","","137","137","137","CPJADAKE_01737","",""
"group_716","","hypothetical protein","1","1","1","11","22","166","1","","935","935","935","CPJADAKE_01751","",""
"group_717","","hypothetical protein","1","1","1","1","460","7","8","","383","383","383","CPJADAKE_01762","",""
"group_718","","hypothetical protein","1","1","1","1","461","7","9","","410","410","410","CPJADAKE_01763","",""
"group_719","","hypothetical protein","1","1","1","1","462","7","10","","401","401","401","CPJADAKE_01764","",""
"xerC_3","","Tyrosine recombinase XerC","1","1","1","1","463","7","11","","590","590","590","CPJADAKE_01765","",""
"group_721","","hypothetical protein","1","1","1","1","464","7","12","","191","191","191","CPJADAKE_01766","",""
"group_722","","hypothetical protein","1","1","1","1","465","7","13","","320","320","320","CPJADAKE_01767","",""
"group_723","","hypothetical protein","1","1","1","1","466","7","14","","392","392","392","CPJADAKE_01768","",""
"group_724","","hypothetical protein","1","1","1","1","467","7","15","","1730","1730","1730","CPJADAKE_01769","",""
"group_725","","hypothetical protein","1","1","1","1","468","7","16","","218","218","218","CPJADAKE_01770","",""
"group_726","","hypothetical protein","1","1","1","1","469","7","17","","1202","1202","1202","CPJADAKE_01771","",""
"group_727","","hypothetical protein","1","1","1","1","470","7","18","","575","575","575","CPJADAKE_01772","",""
"group_728","","hypothetical protein","1","1","1","1","471","7","19","","1166","1166","1166","CPJADAKE_01773","",""
"group_729","","hypothetical protein","1","1","1","1","472","7","20","","269","269","269","CPJADAKE_01774","",""
"group_730","","hypothetical protein","1","1","1","1","473","7","21","","281","281","281","CPJADAKE_01775","",""
"group_731","","hypothetical protein","1","1","1","1","474","7","7","","299","299","299","CPJADAKE_01776","",""
"group_732","","hypothetical protein","1","1","1","1","475","7","6","","359","359","359","CPJADAKE_01777","",""
"group_733","","hypothetical protein","1","1","1","1","476","7","5","","323","323","323","CPJADAKE_01778","",""
"group_734","","hypothetical protein","1","1","1","1","477","7","4","","578","578","578","CPJADAKE_01779","",""
"group_735","","hypothetical protein","1","1","1","1","478","7","3","","419","419","419","CPJADAKE_01780","",""
"smc_2","","Chromosome partition protein Smc","1","1","1","1","479","7","2","","2759","2759","2759","CPJADAKE_01781","",""
"group_737","","hypothetical protein","1","1","1","1","480","7","1","","722","722","722","CPJADAKE_01782","",""
"group_738","","hypothetical protein","1","1","1","1","482","133","1","","116","116","116","CPJADAKE_01784","",""
"group_742","","hypothetical protein","1","1","1","1","1024","19","5","","230","230","230","CPJADAKE_01789","",""
"group_743","lagD_3","Lactococcin-G-processing and transport ATP-binding protein LagD","1","1","1","1","1023","158","1","","1316","1316","1316","CPJADAKE_01791","",""
"group_744","","hypothetical protein","1","1","1","1","1036","56","2","","155","155","155","CPJADAKE_01793","",""
"group_745","","hypothetical protein","1","1","1","1","1035","56","1","","1340","1340","1340","CPJADAKE_01794","",""
"group_746","","hypothetical protein","1","1","1","1","1022","161","1","","356","356","356","CPJADAKE_01803","",""
"group_747","","hypothetical protein","1","1","1","10","35","1","35","","1481","1481","1481","CPJADAKE_01827","",""
"group_748","","hypothetical protein","1","1","1","10","36","1","36","","3281","3281","3281","CPJADAKE_01828","",""
"group_749","","hypothetical protein","1","1","1","10","37","1","37","","569","569","569","CPJADAKE_01829","",""
"group_75","","hypothetical protein","1","1","1","1","1416","128","1","","692","692","692","CPJADAKE_00376","",""
"group_750","","hypothetical protein","1","1","1","10","38","1","38","","488","488","488","CPJADAKE_01830","",""
"group_751","","hypothetical protein","1","1","1","10","39","1","39","","449","449","449","CPJADAKE_01831","",""
"group_752","","hypothetical protein","1","1","1","10","40","1","40","","407","407","407","CPJADAKE_01832","",""
"group_753","","hypothetical protein","1","1","1","10","41","1","41","","344","344","344","CPJADAKE_01833","",""
"group_754","","hypothetical protein","1","1","1","10","42","1","42","","371","371","371","CPJADAKE_01834","",""
"group_755","","hypothetical protein","1","1","1","10","43","1","43","","392","392","392","CPJADAKE_01835","",""
"group_756","","hypothetical protein","1","1","1","10","44","1","44","","233","233","233","CPJADAKE_01836","",""
"group_757","","hypothetical protein","1","1","1","10","45","1","45","","881","881","881","CPJADAKE_01837","",""
"group_758","","hypothetical protein","1","1","1","10","46","1","46","","563","563","563","CPJADAKE_01838","",""
"group_759","","hypothetical protein","1","1","1","10","47","1","47","","1151","1151","1151","CPJADAKE_01839","",""
"group_760","","hypothetical protein","1","1","1","10","48","1","48","","173","173","173","CPJADAKE_01840","",""
"group_761","","hypothetical protein","1","1","1","10","49","1","49","","1568","1568","1568","CPJADAKE_01841","",""
"group_762","","hypothetical protein","1","1","1","10","50","1","50","","1310","1310","1310","CPJADAKE_01842","",""
"group_763","","hypothetical protein","1","1","1","10","51","1","51","","455","455","455","CPJADAKE_01843","",""
"group_764","","hypothetical protein","1","1","1","10","52","1","52","","746","746","746","CPJADAKE_01844","",""
"group_765","","hypothetical protein","1","1","1","10","53","1","53","","1088","1088","1088","CPJADAKE_01845","",""
"group_766","","hypothetical protein","1","1","1","10","54","1","54","","392","392","392","CPJADAKE_01846","",""
"group_767","","hypothetical protein","1","1","1","10","55","1","55","","293","293","293","CPJADAKE_01847","",""
"group_768","","hypothetical protein","1","1","1","10","56","1","56","","686","686","686","CPJADAKE_01848","",""
"group_769","","hypothetical protein","1","1","1","10","5","1","34","","206","206","206","CPJADAKE_01850","",""
"group_77","","hypothetical protein","1","1","1","1","537","119","1","","230","230","230","CPJADAKE_00521","",""
"group_770","","hypothetical protein","1","1","1","10","4","1","33","","401","401","401","CPJADAKE_01851","",""
"group_771","","hypothetical protein","1","1","1","10","3","1","32","","212","212","212","CPJADAKE_01852","",""
"group_772","","hypothetical protein","1","1","1","10","2","1","31","","197","197","197","CPJADAKE_01853","",""
"group_773","","hypothetical protein","1","1","1","10","1","1","30","","203","203","203","CPJADAKE_01854","",""
"group_774","","hypothetical protein","1","1","1","3","3","73","1","","236","236","236","CPJADAKE_01863","",""
"group_778","","hypothetical protein","1","1","1","12","31","11","7","","131","131","131","CPJADAKE_01886","",""
"group_779","","hypothetical protein","1","1","1","12","11","125","1","","674","674","674","CPJADAKE_01898","",""
"group_782","","hypothetical protein","1","1","1","6","20","12","1","","608","608","608","CPJADAKE_01964","",""
"group_783","","hypothetical protein","1","1","1","6","21","12","2","","89","89","89","CPJADAKE_01965","",""
"ybbH_2","","putative HTH-type transcriptional regulator YbbH","1","1","1","6","22","12","3","","611","611","611","CPJADAKE_01966","",""
"nanE_3","","Putative N-acetylmannosamine-6-phosphate 2-epimerase","1","1","1","6","23","12","4","","686","686","686","CPJADAKE_01967","",""
"group_786","yteP_2","putative multiple-sugar transport system permease YteP","1","1","1","6","24","12","5","","932","932","932","CPJADAKE_01968","",""
"araQ_4","","L-arabinose transport system permease protein AraQ","1","1","1","6","25","12","6","","929","929","929","CPJADAKE_01969","",""
"group_788","","hypothetical protein","1","1","1","6","26","12","7","","1439","1439","1439","CPJADAKE_01970","",""
"group_789","","hypothetical protein","1","1","1","6","27","12","8","","1577","1577","1577","CPJADAKE_01971","",""
"group_790","","hypothetical protein","1","1","1","6","28","12","9","","1460","1460","1460","CPJADAKE_01972","",""
"group_791","","hypothetical protein","1","1","1","6","29","12","13","","455","455","455","CPJADAKE_01973","",""
"group_792","","hypothetical protein","1","1","1","6","30","12","12","","89","89","89","CPJADAKE_01974","",""
"group_793","","hypothetical protein","1","1","1","6","31","12","11","","449","449","449","CPJADAKE_01975","",""
"group_794","","hypothetical protein","1","1","1","3","44","2","34","","419","419","419","CPJADAKE_01979","",""
"group_796","","hypothetical protein","1","1","1","3","15","2","1","","866","866","866","CPJADAKE_01983","",""
"group_797","","hypothetical protein","1","1","1","3","14","2","2","","281","281","281","CPJADAKE_01984","",""
"group_798","","hypothetical protein","1","1","1","3","13","2","3","","341","341","341","CPJADAKE_01985","",""
"group_799","","hypothetical protein","1","1","1","3","12","2","4","","215","215","215","CPJADAKE_01986","",""
"group_8","","IS3 family transposase ISSpn11","1","1","1","1","1158","175","7","","581","581","581","","EJKBOHLF_00228",""
"group_800","","hypothetical protein","1","1","1","3","11","2","5","","200","200","200","CPJADAKE_01987","",""
"group_801","","hypothetical protein","1","1","1","3","10","2","6","","452","452","452","CPJADAKE_01988","",""
"group_802","","hypothetical protein","1","1","1","3","77","2","24","","185","185","185","CPJADAKE_01990","",""
"group_803","","hypothetical protein","1","1","1","3","76","2","23","","713","713","713","CPJADAKE_01991","",""
"group_804","","hypothetical protein","1","1","1","3","75","2","22","","1514","1514","1514","CPJADAKE_01992","",""
"xerC_4","","Tyrosine recombinase XerC","1","1","1","3","74","2","21","","1166","1166","1166","CPJADAKE_01993","",""
"group_806","","hypothetical protein","1","1","1","10","10","1","4","","179","179","179","CPJADAKE_02016","",""
"group_807","","hypothetical protein","1","1","1","10","12","1","6","","812","812","812","CPJADAKE_02018","",""
"group_81","","hypothetical protein","1","1","1","4","60","130","1","","248","248","248","CPJADAKE_01006","",""
"group_810","","hypothetical protein","1","1","1","10","19","1","11","","203","203","203","CPJADAKE_02022","",""
"group_812","","hypothetical protein","1","1","1","10","21","1","13","","161","161","161","CPJADAKE_02024","",""
"group_813","","hypothetical protein","1","1","1","10","22","1","14","","425","425","425","CPJADAKE_02025","",""
