locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKBOHLF_01075	CDS	870	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
EJKBOHLF_01076	CDS	597	rfbC	5.1.3.-		Protein RmlC 
EJKBOHLF_01077	CDS	1050	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
EJKBOHLF_01078	CDS	852	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
EJKBOHLF_01079	CDS	690	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
EJKBOHLF_01080	CDS	879				hypothetical protein
EJKBOHLF_01081	CDS	870	thiK	2.7.1.89		Thiamine kinase
EJKBOHLF_01082	CDS	1023	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase
EJKBOHLF_01083	CDS	708	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase
EJKBOHLF_01084	CDS	1488				hypothetical protein
EJKBOHLF_01085	CDS	804				hypothetical protein
EJKBOHLF_01086	CDS	810				hypothetical protein
EJKBOHLF_01087	CDS	3177	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EJKBOHLF_01088	CDS	1080	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
EJKBOHLF_01089	CDS	924	pyrB	2.1.3.2		Aspartate carbamoyltransferase
EJKBOHLF_01090	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
EJKBOHLF_01091	CDS	630	pdg			Ultraviolet N-glycosylase/AP lyase
EJKBOHLF_01092	CDS	543				hypothetical protein
EJKBOHLF_01093	CDS	141				hypothetical protein
EJKBOHLF_01094	CDS	1560	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
EJKBOHLF_01095	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
EJKBOHLF_01096	CDS	561	lemA		COG1704	Protein LemA
EJKBOHLF_01097	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
EJKBOHLF_01098	CDS	1284	pyrP			Uracil permease
EJKBOHLF_01099	CDS	1572	ffh		COG0541	Signal recognition particle protein
EJKBOHLF_01100	CDS	333				hypothetical protein
EJKBOHLF_01101	CDS	423				hypothetical protein
EJKBOHLF_01102	CDS	1305				hypothetical protein
EJKBOHLF_01103	CDS	807		3.1.3.-		Putative phosphatase
EJKBOHLF_01104	CDS	999				hypothetical protein
EJKBOHLF_01105	tRNA	72				tRNA-Arg(cct)
EJKBOHLF_01106	CDS	348	rplS		COG0335	50S ribosomal protein L19
EJKBOHLF_01107	CDS	330	crcB_1		COG0239	Putative fluoride ion transporter CrcB
EJKBOHLF_01108	CDS	375	crcB_2			Putative fluoride ion transporter CrcB
EJKBOHLF_01109	CDS	267				hypothetical protein
EJKBOHLF_01110	CDS	444				Flavodoxin
EJKBOHLF_01111	CDS	936	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
EJKBOHLF_01112	CDS	243	rpmE2		COG0254	50S ribosomal protein L31 type B
EJKBOHLF_01113	CDS	489				hypothetical protein
EJKBOHLF_01114	CDS	303	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
EJKBOHLF_01115	CDS	285				hypothetical protein
EJKBOHLF_01116	CDS	267				IS630 family transposase ISSpn2
EJKBOHLF_01117	CDS	1347	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
EJKBOHLF_01118	CDS	171				hypothetical protein
EJKBOHLF_01119	CDS	348	msbA_1	7.5.2.6		Lipid A export ATP-binding/permease protein MsbA
EJKBOHLF_01120	CDS	510				hypothetical protein
EJKBOHLF_01121	CDS	708	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EJKBOHLF_01122	CDS	1332	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
EJKBOHLF_01123	CDS	876	pstS2		COG0226	Phosphate-binding protein PstS 2
EJKBOHLF_01124	CDS	864				hypothetical protein
EJKBOHLF_01125	CDS	816				hypothetical protein
EJKBOHLF_01126	CDS	753	pstB3_3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
EJKBOHLF_01127	CDS	651	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
EJKBOHLF_01128	CDS	426				IS1380 family transposase ISSpn5
EJKBOHLF_01129	CDS	381				hypothetical protein
EJKBOHLF_01130	CDS	1017	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
EJKBOHLF_01131	CDS	900	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
EJKBOHLF_01132	CDS	678	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
EJKBOHLF_01133	CDS	540	yqgN		COG0212	putative protein YqgN
EJKBOHLF_01134	CDS	1131		3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
EJKBOHLF_01135	CDS	699	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EJKBOHLF_01136	CDS	912	yicL_2		COG0697	putative inner membrane transporter YicL
EJKBOHLF_01137	CDS	2466	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
EJKBOHLF_01138	CDS	1257	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
EJKBOHLF_01139	CDS	2064	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
EJKBOHLF_01140	CDS	279				hypothetical protein
EJKBOHLF_01141	CDS	849	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
EJKBOHLF_01142	CDS	573				hypothetical protein
EJKBOHLF_01143	CDS	147				hypothetical protein
EJKBOHLF_01144	CDS	2259	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
EJKBOHLF_01145	CDS	1518	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
EJKBOHLF_01146	CDS	1272	malX		COG2182	Maltose/maltodextrin-binding protein
EJKBOHLF_01147	CDS	1293				hypothetical protein
EJKBOHLF_01148	CDS	843	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
EJKBOHLF_01149	CDS	801				hypothetical protein
EJKBOHLF_01150	CDS	987	malR		COG1609	HTH-type transcriptional regulator MalR
EJKBOHLF_01151	CDS	375				hypothetical protein
EJKBOHLF_01152	CDS	978				hypothetical protein
EJKBOHLF_01153	CDS	1059				hypothetical protein
EJKBOHLF_01154	CDS	246				hypothetical protein
EJKBOHLF_01155	CDS	126				hypothetical protein
EJKBOHLF_01156	CDS	372				hypothetical protein
EJKBOHLF_01157	CDS	165				hypothetical protein
EJKBOHLF_01158	CDS	420	argG	6.3.4.5	COG0137	Argininosuccinate synthase
EJKBOHLF_01159	CDS	237				hypothetical protein
EJKBOHLF_01160	CDS	546	artP_1		COG0834	Arginine-binding extracellular protein ArtP
EJKBOHLF_01161	CDS	642	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EJKBOHLF_01162	CDS	2109				hypothetical protein
EJKBOHLF_01163	CDS	288				hypothetical protein
EJKBOHLF_01164	CDS	588				hypothetical protein
EJKBOHLF_01165	CDS	672	sdhB	4.3.1.17		L-serine dehydratase, beta chain
EJKBOHLF_01166	CDS	873	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
EJKBOHLF_01167	CDS	633		3.1.3.5	COG0546	5'-nucleotidase
EJKBOHLF_01168	CDS	213				hypothetical protein
EJKBOHLF_01169	CDS	1851	fcl	1.1.1.271		GDP-L-fucose synthase
EJKBOHLF_01170	CDS	1065	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EJKBOHLF_01171	CDS	1167	yycB		COG2807	putative transporter YycB
EJKBOHLF_01172	CDS	327				hypothetical protein
EJKBOHLF_01173	CDS	594				hypothetical protein
EJKBOHLF_01174	CDS	912				hypothetical protein
EJKBOHLF_01175	CDS	1065				hypothetical protein
EJKBOHLF_01176	CDS	861				hypothetical protein
EJKBOHLF_01177	CDS	987				hypothetical protein
EJKBOHLF_01178	CDS	1476				hypothetical protein
EJKBOHLF_01179	CDS	924	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
EJKBOHLF_01180	CDS	930	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
EJKBOHLF_01181	CDS	222				hypothetical protein
EJKBOHLF_01182	CDS	261				hypothetical protein
EJKBOHLF_01183	CDS	612	rpsD		COG0522	30S ribosomal protein S4
EJKBOHLF_01184	CDS	1053	saeS	2.7.13.3		Histidine protein kinase SaeS
EJKBOHLF_01185	CDS	699	saeR			Response regulator SaeR
EJKBOHLF_01186	CDS	372				hypothetical protein
EJKBOHLF_01187	CDS	777				hypothetical protein
EJKBOHLF_01188	CDS	264				hypothetical protein
EJKBOHLF_01189	CDS	243				hypothetical protein
EJKBOHLF_01190	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
EJKBOHLF_01191	CDS	1350	walK	2.7.13.3		Sensor histidine kinase WalK
EJKBOHLF_01192	CDS	705	walR		COG0745	Transcriptional regulatory protein WalR
EJKBOHLF_01193	CDS	1176	mutY	3.2.2.31		Adenine DNA glycosylase
EJKBOHLF_01194	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
EJKBOHLF_01195	CDS	690	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
EJKBOHLF_01196	CDS	552	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
EJKBOHLF_01197	CDS	564	panT		COG4684	Pantothenic acid transporter PanT
EJKBOHLF_01198	CDS	528	niaX			Niacin transporter NiaX
EJKBOHLF_01199	CDS	516	niaR		COG1827	putative transcription repressor NiaR
EJKBOHLF_01200	CDS	468	nudC	3.6.1.22		NADH pyrophosphatase
EJKBOHLF_01201	CDS	489	mshD_1	2.3.1.189		Mycothiol acetyltransferase
EJKBOHLF_01202	CDS	564				hypothetical protein
EJKBOHLF_01203	CDS	1989	uvrB		COG0556	UvrABC system protein B
EJKBOHLF_01204	CDS	954				hypothetical protein
EJKBOHLF_01205	CDS	2166	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EJKBOHLF_01206	CDS	741	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
EJKBOHLF_01207	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
EJKBOHLF_01208	CDS	1278	ftsY			Signal recognition particle receptor FtsY
EJKBOHLF_01209	CDS	819	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
EJKBOHLF_01210	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
EJKBOHLF_01211	CDS	3540	smc		COG1196	Chromosome partition protein Smc
EJKBOHLF_01212	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
EJKBOHLF_01213	tRNA	74				tRNA-Arg(ccg)
EJKBOHLF_01214	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
EJKBOHLF_01215	CDS	1344				hypothetical protein
EJKBOHLF_01216	CDS	876				hypothetical protein
EJKBOHLF_01217	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
EJKBOHLF_01218	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
EJKBOHLF_01219	CDS	738	mecA		COG4862	Adapter protein MecA
EJKBOHLF_01220	CDS	1035				hypothetical protein
EJKBOHLF_01221	CDS	1434				hypothetical protein
EJKBOHLF_01222	CDS	987	glyG			Glycosyltransferase GlyG
EJKBOHLF_01223	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
EJKBOHLF_01224	CDS	837				hypothetical protein
EJKBOHLF_01225	CDS	1275	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EJKBOHLF_01226	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
EJKBOHLF_01227	CDS	477	aroK	2.7.1.71	COG0703	Shikimate kinase
EJKBOHLF_01228	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
EJKBOHLF_01229	CDS	339				hypothetical protein
EJKBOHLF_01230	CDS	1104				hypothetical protein
EJKBOHLF_01231	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
EJKBOHLF_01232	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
EJKBOHLF_01233	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EJKBOHLF_01234	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
EJKBOHLF_01235	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
EJKBOHLF_01236	CDS	1635				hypothetical protein
EJKBOHLF_01237	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
EJKBOHLF_01238	CDS	1446	amyS	3.2.1.1		Alpha-amylase
EJKBOHLF_01239	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
EJKBOHLF_01240	CDS	486				hypothetical protein
EJKBOHLF_01241	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
EJKBOHLF_01242	CDS	675	ydcV			Inner membrane ABC transporter permease protein YdcV
EJKBOHLF_01243	CDS	1251				hypothetical protein
EJKBOHLF_01244	CDS	1344	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
EJKBOHLF_01245	CDS	1191	metK	2.5.1.6		S-adenosylmethionine synthase
EJKBOHLF_01246	CDS	936	pyrDA	1.3.98.1	COG0167	putative dihydroorotate dehydrogenase A (fumarate)
EJKBOHLF_01247	CDS	1038	yqeN		COG1466	putative protein YqeN
EJKBOHLF_01248	CDS	606	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
EJKBOHLF_01249	CDS	531				hypothetical protein
EJKBOHLF_01250	CDS	1086	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
EJKBOHLF_01251	CDS	483				hypothetical protein
EJKBOHLF_01252	CDS	1542	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
EJKBOHLF_01253	CDS	804				hypothetical protein
EJKBOHLF_01254	CDS	213				hypothetical protein
EJKBOHLF_01255	CDS	273	rpsP		COG0228	30S ribosomal protein S16
EJKBOHLF_01256	CDS	240				hypothetical protein
EJKBOHLF_01257	CDS	789				hypothetical protein
EJKBOHLF_01258	CDS	519	rimM			Ribosome maturation factor RimM
EJKBOHLF_01259	CDS	720	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
EJKBOHLF_01260	CDS	339				hypothetical protein
EJKBOHLF_01261	CDS	321				hypothetical protein
EJKBOHLF_01262	CDS	216				hypothetical protein
EJKBOHLF_01263	CDS	537	bioY2		COG1268	Biotin transporter BioY2
EJKBOHLF_01264	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
EJKBOHLF_01265	CDS	1200	yknX		COG0845	Putative efflux system component YknX
EJKBOHLF_01266	CDS	702	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EJKBOHLF_01267	CDS	1260	yknZ		COG0577	putative ABC transporter permease YknZ
EJKBOHLF_01268	CDS	1998	metG_1	6.1.1.10		Methionine--tRNA ligase
EJKBOHLF_01269	CDS	321				hypothetical protein
EJKBOHLF_01270	CDS	816				hypothetical protein
EJKBOHLF_01271	CDS	927	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
EJKBOHLF_01272	CDS	237				hypothetical protein
EJKBOHLF_01273	CDS	699		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
EJKBOHLF_01274	CDS	546				hypothetical protein
EJKBOHLF_01275	CDS	549				hypothetical protein
EJKBOHLF_01276	CDS	966	xerC_4		COG4974	Tyrosine recombinase XerC
EJKBOHLF_01277	CDS	414				hypothetical protein
EJKBOHLF_01278	CDS	237				hypothetical protein
EJKBOHLF_01279	CDS	924				hypothetical protein
EJKBOHLF_01280	CDS	1494	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
EJKBOHLF_01281	CDS	1167				hypothetical protein
EJKBOHLF_01282	CDS	408				hypothetical protein
EJKBOHLF_01283	CDS	336				hypothetical protein
EJKBOHLF_01284	CDS	825	ybbA		COG2819	putative protein YbbA
EJKBOHLF_01285	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
EJKBOHLF_01286	CDS	1143	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
EJKBOHLF_01287	CDS	429				hypothetical protein
EJKBOHLF_01288	CDS	2304	ftsK		COG1674	DNA translocase FtsK
EJKBOHLF_01289	CDS	1953	fruA		COG1299	PTS system fructose-specific EIIABC component
EJKBOHLF_01290	CDS	912	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
EJKBOHLF_01291	CDS	741	lacR_1			Lactose phosphotransferase system repressor
EJKBOHLF_01292	tRNA	91				tRNA-Ser(gga)
EJKBOHLF_01293	tmRNA	345	ssrA			transfer-messenger RNA, SsrA
EJKBOHLF_01294	CDS	1110				hypothetical protein
EJKBOHLF_01295	CDS	1242	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
EJKBOHLF_01296	CDS	1413				hypothetical protein
EJKBOHLF_01297	CDS	441	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
EJKBOHLF_01298	CDS	1227	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
EJKBOHLF_01299	CDS	1263				hypothetical protein
EJKBOHLF_01300	CDS	771				putative ABC transporter ATP-binding protein
EJKBOHLF_01301	CDS	195				hypothetical protein
EJKBOHLF_01302	CDS	1656	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
EJKBOHLF_01303	CDS	498	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
EJKBOHLF_01304	CDS	675	cat	2.3.1.28		Chloramphenicol acetyltransferase
EJKBOHLF_01305	CDS	1638	metG_2	6.1.1.10	COG0073	Methionine--tRNA ligase
EJKBOHLF_01306	CDS	768	iphP	3.1.3.48		Tyrosine-protein phosphatase
EJKBOHLF_01307	CDS	987	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJKBOHLF_01308	CDS	819				hypothetical protein
EJKBOHLF_01309	CDS	786				hypothetical protein
EJKBOHLF_01310	CDS	321				hypothetical protein
EJKBOHLF_01311	CDS	216				hypothetical protein
EJKBOHLF_01312	CDS	204				hypothetical protein
EJKBOHLF_01313	CDS	150				hypothetical protein
EJKBOHLF_01314	CDS	1794				hypothetical protein
EJKBOHLF_01315	CDS	258				hypothetical protein
EJKBOHLF_01316	CDS	285				hypothetical protein
EJKBOHLF_01317	CDS	210				hypothetical protein
EJKBOHLF_01318	CDS	195				hypothetical protein
EJKBOHLF_01319	CDS	1230	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EJKBOHLF_01320	CDS	2697	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
EJKBOHLF_01321	CDS	1005				hypothetical protein
EJKBOHLF_01322	CDS	867				hypothetical protein
EJKBOHLF_01323	CDS	759	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
EJKBOHLF_01324	CDS	1761	dnaG	2.7.7.-	COG0358	DNA primase
EJKBOHLF_01325	CDS	1110	sigA		COG0568	RNA polymerase sigma factor SigA
EJKBOHLF_01326	CDS	330	sufT			Fe-S protein maturation auxiliary factor SufT
EJKBOHLF_01327	CDS	1044	cpoA	2.4.1.-	COG0438	Alpha-galactosylglucosyldiacylglycerol synthase
EJKBOHLF_01328	CDS	1326		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
EJKBOHLF_01329	CDS	177				hypothetical protein
EJKBOHLF_01330	CDS	135				hypothetical protein
EJKBOHLF_01331	CDS	1311	obg	3.6.5.-	COG0536	GTPase Obg
EJKBOHLF_01332	CDS	159				hypothetical protein
EJKBOHLF_01333	CDS	150				hypothetical protein
EJKBOHLF_01334	CDS	1347	glnA	6.3.1.2	COG0174	Glutamine synthetase
EJKBOHLF_01335	CDS	357	glnR		COG0789	HTH-type transcriptional regulator GlnR
EJKBOHLF_01336	CDS	528				hypothetical protein
EJKBOHLF_01337	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
EJKBOHLF_01338	CDS	4941				hypothetical protein
EJKBOHLF_01339	CDS	1632				hypothetical protein
EJKBOHLF_01340	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
EJKBOHLF_01341	CDS	588	rpoE			putative DNA-directed RNA polymerase subunit delta
EJKBOHLF_01342	CDS	450				hypothetical protein
EJKBOHLF_01343	CDS	390				hypothetical protein
EJKBOHLF_01344	CDS	651				hypothetical protein
EJKBOHLF_01345	CDS	564	ribU		COG3601	Riboflavin transporter RibU
EJKBOHLF_01346	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
EJKBOHLF_01347	CDS	831	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
EJKBOHLF_01348	CDS	1683	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
EJKBOHLF_01349	CDS	249				hypothetical protein
EJKBOHLF_01350	CDS	549				hypothetical protein
EJKBOHLF_01351	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
EJKBOHLF_01352	CDS	1350	trkA		COG0569	Trk system potassium uptake protein TrkA
EJKBOHLF_01353	CDS	1440	trkG		COG0168	Trk system potassium uptake protein TrkG
EJKBOHLF_01354	CDS	225	lacE_1			PTS system lactose-specific EIICB component
EJKBOHLF_01355	CDS	189				hypothetical protein
EJKBOHLF_01356	CDS	171				hypothetical protein
EJKBOHLF_01357	CDS	285				hypothetical protein
EJKBOHLF_01358	CDS	150				hypothetical protein
EJKBOHLF_01359	CDS	972	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EJKBOHLF_01360	CDS	573				hypothetical protein
EJKBOHLF_01361	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
EJKBOHLF_01362	CDS	804				hypothetical protein
EJKBOHLF_01363	CDS	1260		3.4.24.-		Putative zinc metalloprotease
EJKBOHLF_01364	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EJKBOHLF_01365	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
EJKBOHLF_01366	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EJKBOHLF_01367	CDS	1050	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
EJKBOHLF_01368	CDS	3864	glgX_2	3.2.1.196		Glycogen debranching enzyme
EJKBOHLF_01369	CDS	414	rpsL		COG0048	30S ribosomal protein S12
EJKBOHLF_01370	CDS	471	rpsG		COG0049	30S ribosomal protein S7
EJKBOHLF_01371	CDS	2082	fus			Elongation factor G
EJKBOHLF_01372	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
EJKBOHLF_01373	CDS	264				hypothetical protein
EJKBOHLF_01374	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
EJKBOHLF_01375	CDS	153				hypothetical protein
EJKBOHLF_01376	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
EJKBOHLF_01377	CDS	231				hypothetical protein
EJKBOHLF_01378	CDS	1227	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
EJKBOHLF_01379	CDS	693	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
EJKBOHLF_01380	CDS	1752	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
EJKBOHLF_01381	CDS	1746	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
EJKBOHLF_01382	CDS	531				hypothetical protein
EJKBOHLF_01383	CDS	270				hypothetical protein
EJKBOHLF_01384	CDS	228				hypothetical protein
EJKBOHLF_01385	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
EJKBOHLF_01386	CDS	138				hypothetical protein
EJKBOHLF_01387	CDS	240				hypothetical protein
EJKBOHLF_01388	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EJKBOHLF_01389	CDS	1263	pucK		COG2233	Uric acid permease PucK
EJKBOHLF_01390	CDS	462				hypothetical protein
EJKBOHLF_01391	CDS	765	dpnC	3.1.21.4		Type-2 restriction enzyme DpnI
EJKBOHLF_01392	CDS	405	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
EJKBOHLF_01393	CDS	1482	galT_1	2.7.7.12		Galactose-1-phosphate uridylyltransferase
EJKBOHLF_01394	CDS	1179	galK_2	2.7.1.6	COG0153	Galactokinase
EJKBOHLF_01395	CDS	1008	melR		COG1609	HTH-type transcriptional repressor MelR
EJKBOHLF_01396	CDS	1038	adh_2	1.1.1.1	COG1063	Alcohol dehydrogenase
EJKBOHLF_01397	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
EJKBOHLF_01398	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
EJKBOHLF_01399	CDS	537	kstR2			HTH-type transcriptional repressor KstR2
EJKBOHLF_01400	CDS	807				hypothetical protein
EJKBOHLF_01401	CDS	1521				hypothetical protein
EJKBOHLF_01402	CDS	729	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
EJKBOHLF_01403	CDS	765				hypothetical protein
EJKBOHLF_01404	CDS	444				hypothetical protein
EJKBOHLF_01405	CDS	669	aqpZ2			Aquaporin Z 2
EJKBOHLF_01406	CDS	792				hypothetical protein
EJKBOHLF_01407	CDS	765				hypothetical protein
EJKBOHLF_01408	CDS	771	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
EJKBOHLF_01409	CDS	678				hypothetical protein
EJKBOHLF_01410	CDS	1797	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
EJKBOHLF_01411	CDS	744	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
EJKBOHLF_01412	CDS	954	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
EJKBOHLF_01413	CDS	429				hypothetical protein
EJKBOHLF_01414	CDS	1089				hypothetical protein
EJKBOHLF_01415	CDS	471				hypothetical protein
EJKBOHLF_01416	CDS	453				hypothetical protein
EJKBOHLF_01417	CDS	180				hypothetical protein
EJKBOHLF_01418	CDS	105				hypothetical protein
EJKBOHLF_01419	CDS	240				hypothetical protein
EJKBOHLF_01420	CDS	1272			COG2256	putative AAA domain-containing protein
EJKBOHLF_01421	tRNA	76				tRNA-Lys(ctt)
EJKBOHLF_01422	CDS	1320	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
EJKBOHLF_01423	CDS	1617				hypothetical protein
EJKBOHLF_01424	CDS	891				hypothetical protein
EJKBOHLF_01425	CDS	918	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
EJKBOHLF_01426	CDS	1002	rbsR		COG1609	Ribose operon repressor
EJKBOHLF_01427	CDS	1482				Putative trans-acting regulator
EJKBOHLF_01428	CDS	165				hypothetical protein
EJKBOHLF_01429	CDS	567				hypothetical protein
