locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCNKEKOJ_01054	CDS	231				hypothetical protein
MCNKEKOJ_01055	tRNA	81				tRNA-Tyr(gta)
MCNKEKOJ_01056	tRNA	72				tRNA-Gln(ttg)
MCNKEKOJ_01057	CDS	1203	rpsA		COG0539	30S Ribosomal protein S1
MCNKEKOJ_01058	CDS	519				ISL3 family transposase ISSpn14
MCNKEKOJ_01059	CDS	288				hypothetical protein
MCNKEKOJ_01060	CDS	519				ISL3 family transposase IS1167
MCNKEKOJ_01061	CDS	498	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
MCNKEKOJ_01062	CDS	1656	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
MCNKEKOJ_01063	CDS	195				hypothetical protein
MCNKEKOJ_01064	CDS	771				putative ABC transporter ATP-binding protein
MCNKEKOJ_01065	CDS	1263				hypothetical protein
MCNKEKOJ_01066	CDS	1227	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
MCNKEKOJ_01067	CDS	441	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MCNKEKOJ_01068	CDS	1413				hypothetical protein
MCNKEKOJ_01069	CDS	1242	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
MCNKEKOJ_01070	CDS	1110				hypothetical protein
MCNKEKOJ_01071	tmRNA	345	ssrA			transfer-messenger RNA, SsrA
MCNKEKOJ_01072	tRNA	91				tRNA-Ser(gga)
MCNKEKOJ_01073	CDS	741	lacR_1			Lactose phosphotransferase system repressor
MCNKEKOJ_01074	CDS	912	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
MCNKEKOJ_01075	CDS	1953	fruA		COG1299	PTS system fructose-specific EIIABC component
MCNKEKOJ_01076	CDS	2304	ftsK		COG1674	DNA translocase FtsK
MCNKEKOJ_01077	CDS	429				hypothetical protein
MCNKEKOJ_01078	CDS	1143	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
MCNKEKOJ_01079	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
MCNKEKOJ_01080	CDS	825				hypothetical protein
MCNKEKOJ_01081	CDS	1167				hypothetical protein
MCNKEKOJ_01082	CDS	1494	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
MCNKEKOJ_01083	CDS	1059				hypothetical protein
MCNKEKOJ_01084	CDS	237				hypothetical protein
MCNKEKOJ_01085	CDS	414				hypothetical protein
MCNKEKOJ_01086	CDS	966	xerC_3		COG4974	Tyrosine recombinase XerC
MCNKEKOJ_01087	CDS	519				hypothetical protein
MCNKEKOJ_01088	CDS	3351				hypothetical protein
MCNKEKOJ_01089	CDS	471	argR_1		COG1438	Arginine regulator
MCNKEKOJ_01090	CDS	2274	pepX	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
MCNKEKOJ_01091	CDS	3102	dnaE2	2.7.7.7		Error-prone DNA polymerase
MCNKEKOJ_01092	CDS	1008	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
MCNKEKOJ_01093	CDS	1506	pyk	2.7.1.40	COG0469	Pyruvate kinase
MCNKEKOJ_01094	CDS	873				hypothetical protein
MCNKEKOJ_01095	CDS	384			COG3039	IS5 family transposase ISSpn7
MCNKEKOJ_01096	CDS	312				hypothetical protein
MCNKEKOJ_01097	CDS	717				hypothetical protein
MCNKEKOJ_01098	CDS	1002	ccpA_2		COG1609	Catabolite control protein A
MCNKEKOJ_01099	CDS	369				hypothetical protein
MCNKEKOJ_01100	CDS	711				hypothetical protein
MCNKEKOJ_01101	CDS	1692				hypothetical protein
MCNKEKOJ_01102	CDS	1011	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MCNKEKOJ_01103	CDS	1068				hypothetical protein
MCNKEKOJ_01104	CDS	660				hypothetical protein
MCNKEKOJ_01105	CDS	297				hypothetical protein
MCNKEKOJ_01106	CDS	2127	pfbA		COG5434	Plasmin and fibronectin-binding protein A
MCNKEKOJ_01107	CDS	1227	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MCNKEKOJ_01108	CDS	693	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
MCNKEKOJ_01109	CDS	1752	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
MCNKEKOJ_01110	CDS	1746	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
MCNKEKOJ_01111	CDS	378				hypothetical protein
MCNKEKOJ_01112	CDS	276				hypothetical protein
MCNKEKOJ_01113	CDS	228				hypothetical protein
MCNKEKOJ_01114	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
MCNKEKOJ_01115	CDS	240				hypothetical protein
MCNKEKOJ_01116	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
MCNKEKOJ_01117	CDS	1263	pucK		COG2233	Uric acid permease PucK
MCNKEKOJ_01118	CDS	462				hypothetical protein
MCNKEKOJ_01119	CDS	765	dpnC	3.1.21.4		Type-2 restriction enzyme DpnI
MCNKEKOJ_01120	CDS	405	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
MCNKEKOJ_01121	CDS	1482	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
MCNKEKOJ_01122	CDS	1179	galK_2	2.7.1.6	COG0153	Galactokinase
MCNKEKOJ_01123	CDS	1008	melR		COG1609	HTH-type transcriptional repressor MelR
MCNKEKOJ_01124	CDS	1038	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
MCNKEKOJ_01125	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
MCNKEKOJ_01126	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
MCNKEKOJ_01127	CDS	537	kstR2			HTH-type transcriptional repressor KstR2
MCNKEKOJ_01128	CDS	807				hypothetical protein
MCNKEKOJ_01129	CDS	1521				hypothetical protein
MCNKEKOJ_01130	CDS	729	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
MCNKEKOJ_01131	CDS	765				hypothetical protein
MCNKEKOJ_01132	CDS	444				hypothetical protein
MCNKEKOJ_01133	CDS	297				hypothetical protein
MCNKEKOJ_01134	CDS	1065	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
MCNKEKOJ_01135	CDS	702	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MCNKEKOJ_01136	CDS	960	yclN		COG4606	Petrobactin import system permease protein YclN
MCNKEKOJ_01137	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
MCNKEKOJ_01138	CDS	753	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
MCNKEKOJ_01139	CDS	966	yclQ		COG4607	Petrobactin-binding protein YclQ
MCNKEKOJ_01140	CDS	243			COG0759	Putative membrane protein insertion efficiency factor
MCNKEKOJ_01141	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
MCNKEKOJ_01142	CDS	570	scpB			Segregation and condensation protein B
MCNKEKOJ_01143	CDS	729	scpA			Segregation and condensation protein A
MCNKEKOJ_01144	CDS	735			COG0582	Tyrosine recombinase XerD-like protein
MCNKEKOJ_01145	CDS	462				hypothetical protein
MCNKEKOJ_01146	CDS	522				hypothetical protein
MCNKEKOJ_01147	CDS	972		3.6.1.66		dITP/XTP pyrophosphatase
MCNKEKOJ_01148	CDS	795	murI	5.1.1.3	COG0796	Glutamate racemase
MCNKEKOJ_01149	CDS	249				hypothetical protein
MCNKEKOJ_01150	CDS	1626	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
MCNKEKOJ_01151	CDS	1968				hypothetical protein
MCNKEKOJ_01152	CDS	711	treR		COG2188	HTH-type transcriptional regulator TreR
MCNKEKOJ_01153	CDS	804	cmpC	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
MCNKEKOJ_01154	CDS	429				hypothetical protein
MCNKEKOJ_01155	CDS	441				hypothetical protein
MCNKEKOJ_01156	CDS	309				hypothetical protein
MCNKEKOJ_01157	CDS	387				hypothetical protein
MCNKEKOJ_01158	CDS	2547	pepN	3.4.11.2		Aminopeptidase N
MCNKEKOJ_01159	CDS	441				hypothetical protein
MCNKEKOJ_01160	CDS	873				hypothetical protein
MCNKEKOJ_01161	CDS	501				hypothetical protein
MCNKEKOJ_01162	CDS	699		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
MCNKEKOJ_01163	CDS	237				hypothetical protein
MCNKEKOJ_01164	CDS	927	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
MCNKEKOJ_01165	CDS	402				hypothetical protein
MCNKEKOJ_01166	CDS	384				hypothetical protein
MCNKEKOJ_01167	CDS	321				hypothetical protein
MCNKEKOJ_01168	CDS	1998	metG_2	6.1.1.10		Methionine--tRNA ligase
MCNKEKOJ_01169	CDS	1260	yknZ		COG0577	putative ABC transporter permease YknZ
MCNKEKOJ_01170	CDS	702	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MCNKEKOJ_01171	CDS	1200	yknX		COG0845	Putative efflux system component YknX
MCNKEKOJ_01172	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
MCNKEKOJ_01173	CDS	537	bioY2		COG1268	Biotin transporter BioY2
MCNKEKOJ_01174	CDS	216				hypothetical protein
MCNKEKOJ_01175	CDS	321				hypothetical protein
MCNKEKOJ_01176	CDS	339				hypothetical protein
MCNKEKOJ_01177	CDS	720	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
MCNKEKOJ_01178	CDS	519	rimM			Ribosome maturation factor RimM
MCNKEKOJ_01179	CDS	360				hypothetical protein
MCNKEKOJ_01180	CDS	429				hypothetical protein
MCNKEKOJ_01181	CDS	240				hypothetical protein
MCNKEKOJ_01182	CDS	273	rpsP		COG0228	30S ribosomal protein S16
MCNKEKOJ_01183	CDS	213				hypothetical protein
MCNKEKOJ_01184	CDS	804				hypothetical protein
MCNKEKOJ_01185	CDS	1542	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
MCNKEKOJ_01186	CDS	483				hypothetical protein
MCNKEKOJ_01187	CDS	1086	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
MCNKEKOJ_01188	CDS	531				hypothetical protein
MCNKEKOJ_01189	CDS	606	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
MCNKEKOJ_01190	CDS	1038	yqeN		COG1466	putative protein YqeN
MCNKEKOJ_01191	CDS	936	pyrDA	1.3.98.1	COG0167	putative dihydroorotate dehydrogenase A (fumarate)
MCNKEKOJ_01192	CDS	1191	metK	2.5.1.6		S-adenosylmethionine synthase
MCNKEKOJ_01193	CDS	1344	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
MCNKEKOJ_01194	CDS	816	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
MCNKEKOJ_01195	CDS	2181	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
MCNKEKOJ_01196	CDS	927	ftsX		COG2177	Cell division protein FtsX
MCNKEKOJ_01197	CDS	693	ftsE		COG2884	Cell division ATP-binding protein FtsE
MCNKEKOJ_01198	CDS	978	prfB			Peptide chain release factor 2
MCNKEKOJ_01199	CDS	657	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MCNKEKOJ_01200	CDS	711	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MCNKEKOJ_01201	CDS	765	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MCNKEKOJ_01202	CDS	957				hypothetical protein
MCNKEKOJ_01203	CDS	870	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MCNKEKOJ_01204	CDS	1161	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
MCNKEKOJ_01205	CDS	249				hypothetical protein
MCNKEKOJ_01206	CDS	591	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MCNKEKOJ_01207	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
MCNKEKOJ_01208	CDS	468	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
MCNKEKOJ_01209	CDS	558				hypothetical protein
MCNKEKOJ_01210	CDS	846			COG1307	DegV domain-containing protein
MCNKEKOJ_01211	CDS	1176			COG2081	putative protein
MCNKEKOJ_01212	CDS	456				hypothetical protein
MCNKEKOJ_01213	CDS	750	mta		COG0789	HTH-type transcriptional activator mta
MCNKEKOJ_01214	CDS	222				hypothetical protein
MCNKEKOJ_01215	CDS	1260				hypothetical protein
MCNKEKOJ_01216	CDS	945	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
MCNKEKOJ_01217	CDS	297	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
MCNKEKOJ_01218	CDS	339				hypothetical protein
MCNKEKOJ_01219	CDS	540				hypothetical protein
MCNKEKOJ_01220	CDS	159				hypothetical protein
MCNKEKOJ_01221	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
MCNKEKOJ_01222	CDS	1380	ktrB		COG0168	Ktr system potassium uptake protein B
MCNKEKOJ_01223	CDS	240				hypothetical protein
MCNKEKOJ_01224	CDS	765	deoD_1	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
MCNKEKOJ_01225	CDS	297		2.8.1.-	COG0607	Sulfurtransferase
MCNKEKOJ_01226	CDS	363				hypothetical protein
MCNKEKOJ_01227	CDS	258				hypothetical protein
MCNKEKOJ_01228	CDS	855	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
MCNKEKOJ_01229	CDS	1038	mro	5.1.3.3	COG2017	Aldose 1-epimerase
MCNKEKOJ_01230	CDS	1167	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
MCNKEKOJ_01231	CDS	339	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
MCNKEKOJ_01232	CDS	816	manZ_2		COG3716	PTS system mannose-specific EIID component
MCNKEKOJ_01233	CDS	906				hypothetical protein
MCNKEKOJ_01234	CDS	477	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
MCNKEKOJ_01235	CDS	1788	bga	3.2.1.23		Beta-galactosidase
MCNKEKOJ_01236	CDS	717	gamR			HTH-type transcriptional repressor GamR
MCNKEKOJ_01237	CDS	3939	strH	3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
MCNKEKOJ_01238	CDS	1299	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
MCNKEKOJ_01239	CDS	228				hypothetical protein
MCNKEKOJ_01240	CDS	1092	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
MCNKEKOJ_01241	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MCNKEKOJ_01242	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MCNKEKOJ_01243	CDS	1548	purH			Bifunctional purine biosynthesis protein PurH
MCNKEKOJ_01244	CDS	510				hypothetical protein
MCNKEKOJ_01245	CDS	546	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
MCNKEKOJ_01246	CDS	1023	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
MCNKEKOJ_01247	CDS	1443	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
MCNKEKOJ_01248	CDS	3726	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MCNKEKOJ_01249	CDS	708	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
MCNKEKOJ_01250	CDS	1350	lcnD_1			Lactococcin A secretion protein LcnD
MCNKEKOJ_01251	CDS	2154	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
MCNKEKOJ_01252	CDS	492				hypothetical protein
MCNKEKOJ_01253	CDS	597			COG1132	putative ABC transporter ATP-binding/permease protein
MCNKEKOJ_01254	CDS	483				hypothetical protein
MCNKEKOJ_01255	CDS	1137				hypothetical protein
MCNKEKOJ_01256	CDS	297				hypothetical protein
MCNKEKOJ_01257	CDS	894				hypothetical protein
MCNKEKOJ_01258	CDS	231				hypothetical protein
MCNKEKOJ_01259	CDS	294			COG3039	IS5 family transposase ISSpn7
MCNKEKOJ_01260	CDS	234	acpP_2		COG0236	Acyl carrier protein
MCNKEKOJ_01261	CDS	993	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
MCNKEKOJ_01262	CDS	771	recO		COG1381	DNA repair protein RecO
MCNKEKOJ_01263	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
MCNKEKOJ_01264	CDS	1011				hypothetical protein
MCNKEKOJ_01265	CDS	873	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
MCNKEKOJ_01266	CDS	1311				hypothetical protein
MCNKEKOJ_01267	CDS	195				hypothetical protein
MCNKEKOJ_01268	CDS	729	gmuR		COG2188	HTH-type transcriptional regulator GmuR
MCNKEKOJ_01269	CDS	1410	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
MCNKEKOJ_01270	CDS	1296	licC_3		COG1455	Lichenan permease IIC component
MCNKEKOJ_01271	CDS	309	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
MCNKEKOJ_01272	CDS	309	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
MCNKEKOJ_01273	CDS	2652	adhE		COG1012	Aldehyde-alcohol dehydrogenase
MCNKEKOJ_01274	CDS	411				hypothetical protein
MCNKEKOJ_01275	CDS	429	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
MCNKEKOJ_01276	CDS	300				hypothetical protein
MCNKEKOJ_01277	CDS	1977	tkt	2.2.1.1		Transketolase
MCNKEKOJ_01278	CDS	1092	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
MCNKEKOJ_01279	CDS	1611	licR		COG1762	putative licABCH operon regulator
MCNKEKOJ_01280	CDS	705	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
MCNKEKOJ_01281	CDS	864	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
MCNKEKOJ_01282	CDS	666	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
MCNKEKOJ_01283	CDS	486	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
MCNKEKOJ_01284	CDS	279	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
MCNKEKOJ_01285	CDS	1458	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
MCNKEKOJ_01286	CDS	624				hypothetical protein
MCNKEKOJ_01287	CDS	987				hypothetical protein
MCNKEKOJ_01288	CDS	831	misCA		COG0706	Membrane protein insertase MisCA
MCNKEKOJ_01289	CDS	372	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
MCNKEKOJ_01290	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
MCNKEKOJ_01291	CDS	954				hypothetical protein
MCNKEKOJ_01292	CDS	381				hypothetical protein
MCNKEKOJ_01293	CDS	447				hypothetical protein
MCNKEKOJ_01294	CDS	462				hypothetical protein
MCNKEKOJ_01295	CDS	303				hypothetical protein
MCNKEKOJ_01296	CDS	387				hypothetical protein
MCNKEKOJ_01297	CDS	324				hypothetical protein
MCNKEKOJ_01298	CDS	873				hypothetical protein
MCNKEKOJ_01299	CDS	942	comGA		COG2804	ComG operon protein 1
MCNKEKOJ_01300	CDS	366				hypothetical protein
MCNKEKOJ_01301	CDS	1059	adh_2	1.1.1.1	COG1063	Alcohol dehydrogenase
MCNKEKOJ_01302	CDS	1152	agaA_1	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
MCNKEKOJ_01303	CDS	1818	oatA	2.3.1.-		O-acetyltransferase OatA
MCNKEKOJ_01304	CDS	1143	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
MCNKEKOJ_01305	CDS	858				hypothetical protein
MCNKEKOJ_01306	CDS	213	pcp_2	3.4.19.3		Pyrrolidone-carboxylate peptidase
MCNKEKOJ_01307	CDS	384	pcp_3	3.4.19.3		Pyrrolidone-carboxylate peptidase
MCNKEKOJ_01308	CDS	369				hypothetical protein
MCNKEKOJ_01309	CDS	285				hypothetical protein
MCNKEKOJ_01310	CDS	90				hypothetical protein
MCNKEKOJ_01311	CDS	1143				hypothetical protein
MCNKEKOJ_01312	CDS	621	gph_2	3.1.3.18		Phosphoglycolate phosphatase
MCNKEKOJ_01313	CDS	1281	yeeO		COG0534	putative FMN/FAD exporter YeeO
MCNKEKOJ_01314	CDS	1485	thrC	4.2.3.1	COG0498	Threonine synthase
MCNKEKOJ_01315	CDS	1278				hypothetical protein
MCNKEKOJ_01316	tRNA	86				tRNA-Leu(caa)
MCNKEKOJ_01317	tRNA	74				tRNA-Gln(ttg)
MCNKEKOJ_01318	tRNA	75				tRNA-His(gtg)
MCNKEKOJ_01319	tRNA	73				tRNA-Trp(cca)
MCNKEKOJ_01320	tRNA	83				tRNA-Tyr(gta)
MCNKEKOJ_01321	CDS	318				hypothetical protein
MCNKEKOJ_01322	CDS	333				hypothetical protein
MCNKEKOJ_01323	CDS	1464				hypothetical protein
MCNKEKOJ_01324	CDS	849				hypothetical protein
MCNKEKOJ_01325	CDS	957	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MCNKEKOJ_01326	CDS	1020	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
MCNKEKOJ_01327	CDS	1173				hypothetical protein
MCNKEKOJ_01328	CDS	504				hypothetical protein
MCNKEKOJ_01329	CDS	450				hypothetical protein
MCNKEKOJ_01330	CDS	1368				hypothetical protein
MCNKEKOJ_01331	CDS	684	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
MCNKEKOJ_01332	CDS	693	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
MCNKEKOJ_01333	CDS	732	cpsB	3.1.3.48		Tyrosine-protein phosphatase CpsB
MCNKEKOJ_01334	CDS	1446	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MCNKEKOJ_01335	CDS	363				IS630 family transposase IS630-Spn1
MCNKEKOJ_01336	CDS	1608	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
MCNKEKOJ_01337	CDS	1485				hypothetical protein
MCNKEKOJ_01338	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
MCNKEKOJ_01339	CDS	351				hypothetical protein
MCNKEKOJ_01340	CDS	2106	clpC_2			putative ATP-dependent Clp protease ATP-binding subunit
MCNKEKOJ_01341	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MCNKEKOJ_01342	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
MCNKEKOJ_01343	CDS	318	ftsL			Cell division protein FtsL
MCNKEKOJ_01344	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
MCNKEKOJ_01345	CDS	195				hypothetical protein
MCNKEKOJ_01346	CDS	543				hypothetical protein
MCNKEKOJ_01347	CDS	243				hypothetical protein
MCNKEKOJ_01348	CDS	336				hypothetical protein
MCNKEKOJ_01349	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
MCNKEKOJ_01350	CDS	1902				hypothetical protein
MCNKEKOJ_01351	CDS	294				hypothetical protein
MCNKEKOJ_01352	CDS	819	manZ_3		COG3716	PTS system mannose-specific EIID component
MCNKEKOJ_01353	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
MCNKEKOJ_01354	CDS	492	levE_2	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
MCNKEKOJ_01355	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
MCNKEKOJ_01356	CDS	435				hypothetical protein
MCNKEKOJ_01357	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MCNKEKOJ_01358	CDS	642				hypothetical protein
MCNKEKOJ_01359	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
MCNKEKOJ_01360	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
MCNKEKOJ_01361	CDS	216				IS200/IS605 family transposase ISStin10
MCNKEKOJ_01362	CDS	3204		4.2.2.1		Hyaluronate lyase
MCNKEKOJ_01363	CDS	477	bsaA			Glutathione peroxidase BsaA
MCNKEKOJ_01364	CDS	1140				hypothetical protein
MCNKEKOJ_01365	CDS	600				hypothetical protein
MCNKEKOJ_01366	CDS	885	lrp			Leucine-rich protein
MCNKEKOJ_01367	CDS	387	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
MCNKEKOJ_01368	CDS	1344	cysS	6.1.1.16		Cysteine--tRNA ligase
MCNKEKOJ_01369	CDS	885	mshD_2	2.3.1.189		Mycothiol acetyltransferase
MCNKEKOJ_01370	CDS	618	cysE	2.3.1.30	COG1045	Serine acetyltransferase
MCNKEKOJ_01371	CDS	2214	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
MCNKEKOJ_01372	CDS	867	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MCNKEKOJ_01373	CDS	2250	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MCNKEKOJ_01374	CDS	450			COG2826	IS30 family transposase ISSpn8
MCNKEKOJ_01375	CDS	1002				hypothetical protein
MCNKEKOJ_01376	CDS	2406	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
MCNKEKOJ_01377	CDS	510	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
MCNKEKOJ_01378	CDS	1047	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MCNKEKOJ_01379	CDS	1416	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
MCNKEKOJ_01380	CDS	1839	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
MCNKEKOJ_01381	CDS	840	licT_1		COG3711	Transcription antiterminator LicT
MCNKEKOJ_01382	CDS	213				IS3 family transposase ISSpn11
MCNKEKOJ_01383	CDS	273				IS3 family transposase ISSpn11
MCNKEKOJ_01384	CDS	306	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
MCNKEKOJ_01385	CDS	186				IS3 family transposase ISSpn11
MCNKEKOJ_01386	CDS	804				hypothetical protein
MCNKEKOJ_01387	CDS	756				hypothetical protein
MCNKEKOJ_01388	CDS	2652	valS	6.1.1.9	COG0525	Valine--tRNA ligase
MCNKEKOJ_01389	CDS	579				hypothetical protein
MCNKEKOJ_01390	CDS	561				hypothetical protein
MCNKEKOJ_01391	CDS	396				hypothetical protein
MCNKEKOJ_01392	CDS	255				hypothetical protein
MCNKEKOJ_01393	CDS	1335				hypothetical protein
MCNKEKOJ_01394	CDS	234				hypothetical protein
MCNKEKOJ_01395	CDS	183				hypothetical protein
MCNKEKOJ_01396	CDS	780				hypothetical protein
MCNKEKOJ_01397	CDS	351	rbfA			Ribosome-binding factor A
MCNKEKOJ_01398	CDS	2793	infB			Translation initiation factor IF-2
